1.419138908386230469e-02,-1.400000211522210436e-01,-2.091966299479043112e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.094726562500000000e-01,3.222656250000000000e-02,1.038823912509472813e-01,3.161999940872192383e+00,6.000000052154064178e-03,3.142024314771290516e+00,-1.046566049292252609e+00,5.999950387511504210e-03,-3.944109598479079992e-03
1.886630058288574219e-02,-1.400000211522210436e-01,-2.091582804282071884e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.445312500000000000e-02,1.289062500000000000e-01,1.266534651496729891e-01,3.167999982833862305e+00,4.999999888241291046e-03,3.142585754453251390e+00,-1.395590102901034246e+00,5.000009921935558849e-03,-2.517333403527499680e-03
2.301907539367675781e-02,-1.400000211522210436e-01,-2.091582804282071884e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.289062500000000000e-01,-8.056640625000000000e-02,2.050838643938184547e-01,3.167999982833862305e+00,7.000000216066837311e-03,3.143161731835521611e+00,-1.570297675688828942e+00,6.999976874511830774e-03,-3.578622119385609091e-04
2.719664573669433594e-02,-1.400000211522210436e-01,-2.091582804282071884e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.933593750000000000e-01,1.611328125000000000e-02,2.196470243115535848e-01,3.173000097274780273e+00,4.999999888241291046e-03,3.143732961736528164e+00,-1.675346796479764144e+00,5.000026561576663073e-03,-3.004897298851606086e-03
3.330397605895996094e-02,-1.400000211522210436e-01,-2.091582804282071884e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.611328125000000000e-02,-9.667968750000000000e-02,2.320313403103817507e-01,3.168999910354614258e+00,3.000000026077032089e-03,3.144264863485849215e+00,-1.745508013324090779e+00,3.000023261115499548e-03,-1.461968994555374159e-03
3.711199760437011719e-02,-1.400000211522210436e-01,-2.091199309085100211e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.056640625000000000e-02,6.445312500000000000e-02,2.582851891863424121e-01,3.170000076293945312e+00,2.000000094994902611e-03,3.144763961866102076e+00,-1.795721143947512255e+00,2.000019018834234101e-03,-2.873668547027231901e-03
4.079079627990722656e-02,-1.400000211522210436e-01,-2.091199309085100211e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.772460937500000000e-01,1.611328125000000000e-01,3.372026480689261363e-01,3.171000003814697266e+00,4.000000189989805222e-03,3.145297777923919291e+00,-1.833442985580600704e+00,3.999982851319571278e-03,-3.604466632205430981e-04
4.471111297607421875e-02,-1.400000211522210436e-01,-2.091199309085100211e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.445312500000000000e-02,2.900390625000000000e-01,3.963717516456485290e-01,3.164000034332275391e+00,4.999999888241291046e-03,3.145790529130258140e+00,-1.862829876279477048e+00,4.999989037705198161e-03,1.455402242213656855e-03
4.839491844177246094e-02,-1.400000211522210436e-01,-2.090815813888128982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.222656250000000000e-02,1.611328125000000000e-01,3.783875023076566091e-01,3.167000055313110352e+00,1.000000047497451305e-03,3.146331669268467746e+00,-1.886323665093681434e+00,1.000034348289561160e-03,3.686822075817698663e-03
5.203485488891601562e-02,-1.400000211522210436e-01,-2.090815813888128982e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.222656250000000000e-02,1.450195312500000000e-01,4.910547965275606774e-01,3.171999931335449219e+00,4.999999888241291046e-03,3.146874141752690424e+00,-1.905643836682307635e+00,4.999960657157999366e-03,1.958611511036750102e-03
5.566215515136718750e-02,-1.400000211522210436e-01,-2.090432318691157310e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.445312500000000000e-02,1.933593750000000000e-01,4.711227475003421095e-01,3.170000076293945312e+00,1.000000047497451305e-03,3.147392358579668592e+00,-1.921782523176401858e+00,1.000042273364077500e-03,1.626950731868113259e-03
5.926489830017089844e-02,-1.400000211522210436e-01,-2.090048823494186081e+00,0.000000000000000000e+00,2.275860223126931481e-01,0.000000000000000000e+00,-1.289062500000000000e-01,4.350585937500000000e-01,4.187562561142696982e-01,3.167999982833862305e+00,-4.000000189989805222e-03,3.147595070729814815e+00,-1.935358939471281792e+00,-3.999949763737510773e-03,2.108854958192967199e-01
6.376934051513671875e-02,-1.400000211522210436e-01,-2.089665328297214852e+00,0.000000000000000000e+00,2.801058736156223361e-01,0.000000000000000000e+00,-1.772460937500000000e-01,4.511718750000000000e-01,4.754594108724401469e-01,3.167000055313110352e+00,-3.000000026077032089e-03,3.148010670545160927e+00,-1.946017090628505697e+00,-3.000019529424287432e-03,2.803191024981209201e-01
6.877040863037109375e-02,-1.400000211522210436e-01,-2.089281833100243180e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.833984375000000000e-02,4.672851562500000000e-01,5.875507606104445335e-01,3.171000003814697266e+00,0.000000000000000000e+00,3.148885020615467933e+00,-1.955006443016782613e+00,-3.891193633715622768e-08,2.982194968405543767e-02
7.376003265380859375e-02,-1.400000211522210436e-01,-2.088514842706300279e+00,0.000000000000000000e+00,2.801058736156223361e-01,0.000000000000000000e+00,-6.445312500000000000e-02,5.639648437500000000e-01,5.671893133331628034e-01,3.164000034332275391e+00,-3.000000026077032089e-03,3.149061820472737860e+00,-1.963737422571041780e+00,-2.999979417422824444e-03,2.656925628405233941e-01
